order_id,customer_id,order_date,amount,product_id,product_category
ORD00963,CUST0330,2021-11-03,13.69,PROD7552,Beauty
ORD00964,CUST0474,2021-10-22,493.05,PROD8201,Books
ORD00965,CUST0357,2021-05-06,204.91,PROD8675,Home
ORD00966,CUST0037,2025-02-02,386.98,PROD3063,Electronics
ORD00967,CUST0130,2023-12-23,385.99,PROD5714,Beauty
ORD00968,CUST0181,2022-12-22,63.59,PROD2554,Electronics
ORD00969,CUST0298,2022-11-15,496.56,PROD3727,Toys
ORD00970,CUST0495,2025-09-20,412.78,PROD5567,Fashion
ORD00971,CUST0211,2022-01-04,29.26,PROD1452,Home
ORD00972,CUST0001,2025-05-21,44.43,PROD9707,Electronics
ORD00973,CUST0188,2025-05-28,121.57,PROD4777,Toys
ORD00974,CUST0088,2022-07-17,372.33,PROD3903,Books
ORD00975,CUST0116,2022-04-08,238.42,PROD1356,Beauty
ORD00976,CUST0083,2024-07-02,107.25,PROD2985,Books
ORD00977,CUST0451,2021-04-14,160.69,PROD9785,Toys
ORD00978,CUST0082,2023-02-24,116.42,PROD9302,Electronics
ORD00979,CUST0164,2022-07-18,301.51,PROD9481,Fashion
ORD00980,CUST0015,2025-01-21,347.5,PROD7241,Electronics
ORD00981,CUST0162,2022-02-27,276.04,PROD2217,Books
ORD00982,CUST0280,2023-10-09,104.42,PROD7964,Books
ORD00983,CUST0078,2024-02-25,455.05,PROD9023,Electronics
ORD00984,CUST0078,2021-10-29,267.94,PROD4011,Toys
ORD00985,CUST0075,2024-10-17,408.3,PROD7946,Toys
ORD00986,CUST0187,2023-09-15,477.2,PROD7597,Fashion
ORD00987,CUST0122,2025-05-06,79.45,PROD4255,Home
ORD00988,CUST0327,2025-08-09,153.94,PROD4485,Beauty
ORD00989,CUST0123,2025-05-06,474.17,PROD2648,Home
ORD00990,CUST0339,2025-02-25,141.96,PROD3085,Electronics
ORD00991,CUST0199,2021-08-22,488.6,PROD9498,Fashion
ORD00992,CUST0177,2022-07-22,117.62,PROD7943,Toys
ORD00993,CUST0434,2023-01-12,105.18,PROD5854,Books
ORD00994,CUST0214,2022-09-03,52.48,PROD9924,Fashion
ORD00995,CUST0061,2023-04-13,336.01,PROD1671,Beauty
ORD00996,CUST0005,2021-02-23,250.03,PROD4177,Toys
ORD00997,CUST0264,2021-09-02,297.38,PROD7591,Books
ORD00998,CUST0076,2023-02-02,53.29,PROD9922,Books
ORD00999,CUST0303,2020-11-22,337.8,PROD5452,Toys
ORD01000,CUST0007,2023-04-22,194.11,PROD4394,Beauty
ORD01001,CUST0420,2025-01-05,430.21,PROD8380,Beauty
ORD01002,CUST0048,2021-12-31,186.65,PROD4894,Books
ORD01003,CUST0281,2021-06-03,397.7,PROD6736,Home
ORD01004,CUST0028,2024-01-28,56.34,PROD8001,Books
ORD01005,CUST0340,2021-03-05,485.62,PROD6529,Beauty
ORD01006,CUST0131,2022-11-23,342.03,PROD7274,Toys
ORD01007,CUST0035,2024-04-21,304.03,PROD5559,Books
ORD01008,CUST0115,2025-07-05,126.93,PROD5224,Toys
ORD01009,CUST0037,2021-11-02,184.22,PROD7419,Fashion
ORD01010,CUST0166,2025-04-14,483.45,PROD5229,Home
ORD01011,CUST0051,2022-11-02,258.46,PROD8829,Books
ORD01012,CUST0046,2021-04-07,478.23,PROD2934,Electronics
ORD01013,CUST0348,2022-11-16,482.86,PROD5032,Electronics
ORD01014,CUST0044,2025-09-21,277.92,PROD2846,Beauty
ORD01015,CUST0401,2025-02-04,336.06,PROD8992,Fashion
ORD01016,CUST0351,2023-01-05,282.95,PROD5758,Home
ORD01017,CUST0109,2021-09-06,360.44,PROD8314,Books
ORD01018,CUST0173,2022-07-25,19.45,PROD7569,Electronics
ORD01019,CUST0097,2022-06-24,24.67,PROD4481,Books
ORD01020,CUST0401,2025-03-24,482.5,PROD8321,Toys
ORD01021,CUST0395,2022-10-12,402.92,PROD2706,Electronics
ORD01022,CUST0038,2024-10-14,35.05,PROD6608,Electronics
ORD01023,CUST0115,2022-07-22,19.93,PROD2870,Home
ORD01024,CUST0300,2023-01-11,450.31,PROD7918,Home
ORD01025,CUST0093,2021-10-16,87.64,PROD2645,Books
ORD01026,CUST0075,2024-04-06,134.61,PROD8786,Beauty
ORD01027,CUST0063,2023-09-10,403.16,PROD1953,Beauty
ORD01028,CUST0121,2023-05-19,324.72,PROD7597,Books
ORD01029,CUST0113,2022-09-27,361.27,PROD4393,Books
ORD01030,CUST0299,2024-01-28,490.37,PROD6168,Books
ORD01031,CUST0406,2022-10-11,423.38,PROD8414,Beauty
ORD01032,CUST0094,2025-07-11,187.45,PROD6530,Toys
ORD01033,CUST0277,2024-07-29,115.48,PROD9166,Electronics
ORD01034,CUST0130,2024-07-06,358.31,PROD4324,Home
ORD01035,CUST0333,2023-11-18,293.6,PROD8265,Beauty
ORD01036,CUST0430,2024-11-22,37.41,PROD7199,Beauty
ORD01037,CUST0108,2021-12-27,244.89,PROD1734,Electronics
ORD01038,CUST0264,2024-11-17,67.73,PROD7519,Books
ORD01039,CUST0151,2023-12-16,300.13,PROD2874,Books
ORD01040,CUST0481,2023-02-20,111.73,PROD5352,Fashion
ORD01041,CUST0097,2023-10-19,425.85,PROD8746,Electronics
ORD01042,CUST0051,2023-10-30,59.02,PROD2670,Home
ORD01043,CUST0498,2021-03-10,39.85,PROD5011,Books
ORD01044,CUST0310,2023-10-02,18.83,PROD8527,Electronics
ORD01045,CUST0434,2024-04-17,196.65,PROD2272,Toys
ORD01046,CUST0397,2021-02-21,414.15,PROD5574,Toys
ORD01047,CUST0151,2022-06-11,177.6,PROD9648,Books
ORD01048,CUST0015,2024-04-27,311.2,PROD9965,Electronics
ORD01049,CUST0423,2021-04-15,312.44,PROD2658,Home
ORD01050,CUST0091,2024-08-18,454.71,PROD1237,Electronics
ORD01051,CUST0460,2020-10-03,495.31,PROD4974,Books
ORD01052,CUST0363,2025-04-28,477.45,PROD4650,Beauty
ORD01053,CUST0025,2022-07-01,49.84,PROD4867,Beauty
ORD01054,CUST0130,2022-03-06,155.82,PROD8978,Home
ORD01055,CUST0440,2021-07-08,18.84,PROD4304,Books
ORD01056,CUST0384,2022-08-05,382.48,PROD8699,Fashion
ORD01057,CUST0153,2021-10-28,474.68,PROD9776,Beauty
ORD01058,CUST0452,2021-12-01,364.06,PROD4319,Home
ORD01059,CUST0487,2023-02-22,249.81,PROD8935,Electronics
ORD01060,CUST0271,2023-02-28,172.17,PROD4249,Beauty
ORD01061,CUST0388,2021-08-10,270.44,PROD9014,Fashion
ORD01062,CUST0121,2024-01-14,290.64,PROD9158,Beauty
ORD01063,CUST0170,2021-06-03,390.37,PROD9747,Home
ORD01064,CUST0187,2022-10-07,455.5,PROD1226,Electronics
ORD01065,CUST0162,2022-01-26,304.32,PROD1467,Beauty
ORD01066,CUST0452,2024-05-02,357.99,PROD4420,Books
ORD01067,CUST0275,2024-04-16,87.45,PROD1572,Beauty
ORD01068,CUST0048,2023-07-16,24.0,PROD7264,Home
ORD01069,CUST0291,2022-01-23,385.09,PROD5045,Home
ORD01070,CUST0042,2021-09-12,120.71,PROD1125,Fashion
ORD01071,CUST0234,2024-10-11,86.57,PROD8139,Books
ORD01072,CUST0065,2021-02-28,432.77,PROD6986,Beauty
ORD01073,CUST0394,2025-02-24,255.49,PROD3530,Fashion
ORD01074,CUST0444,2021-03-18,424.46,PROD1019,Toys
ORD01075,CUST0167,2022-11-04,130.65,PROD5544,Electronics
ORD01076,CUST0256,2024-02-11,279.02,PROD8958,Books
ORD01077,CUST0068,2021-04-05,41.66,PROD7775,Toys
ORD01078,CUST0275,2025-03-08,166.56,PROD5427,Beauty
ORD01079,CUST0098,2023-06-05,409.27,PROD3877,Home
ORD01080,CUST0070,2020-10-06,73.0,PROD6231,Home
ORD01081,CUST0472,2024-01-19,303.24,PROD9306,Fashion
ORD01082,CUST0072,2021-03-09,302.43,PROD1479,Home
ORD01083,CUST0338,2022-10-12,50.18,PROD7936,Electronics
ORD01084,CUST0419,2021-12-03,172.33,PROD8778,Books
ORD01085,CUST0136,2023-03-10,259.02,PROD4555,Beauty
ORD01086,CUST0240,2022-12-17,251.64,PROD1848,Beauty
ORD01087,CUST0398,2023-12-10,235.12,PROD2889,Home
ORD01088,CUST0328,2022-07-26,280.61,PROD1429,Books
ORD01089,CUST0420,2024-05-21,34.65,PROD3824,Home
ORD01090,CUST0013,2021-03-09,95.88,PROD5055,Fashion
ORD01091,CUST0385,2022-08-16,100.6,PROD6012,Fashion
ORD01092,CUST0056,2021-12-09,310.99,PROD5794,Books
ORD01093,CUST0496,2021-04-13,400.74,PROD9992,Toys
ORD01094,CUST0461,2022-10-28,376.97,PROD5081,Electronics
ORD01095,CUST0155,2025-06-26,400.21,PROD5870,Electronics
ORD01096,CUST0298,2022-05-31,213.37,PROD3953,Beauty
ORD01097,CUST0278,2024-07-06,479.33,PROD6164,Toys
ORD01098,CUST0434,2021-07-13,156.82,PROD5445,Fashion
ORD01099,CUST0147,2023-12-21,177.34,PROD2809,Beauty
ORD01100,CUST0186,2024-04-05,127.51,PROD6074,Beauty
ORD01101,CUST0316,2024-01-27,166.55,PROD3718,Toys
ORD01102,CUST0312,2021-03-19,215.81,PROD8553,Home
ORD01103,CUST0213,2021-10-29,369.97,PROD8682,Electronics
ORD01104,CUST0197,2023-07-10,323.54,PROD8053,Home
ORD01105,CUST0345,2024-10-08,284.64,PROD4578,Books
ORD01106,CUST0049,2022-07-14,59.51,PROD6782,Electronics
ORD01107,CUST0418,2024-08-10,370.13,PROD7033,Electronics
ORD01108,CUST0496,2024-04-05,317.98,PROD5317,Beauty
ORD01109,CUST0204,2024-11-09,46.31,PROD6129,Beauty
ORD01110,CUST0105,2022-04-07,307.61,PROD4027,Beauty
ORD01111,CUST0126,2025-08-24,384.36,PROD3987,Toys
ORD01112,CUST0050,2021-03-28,239.56,PROD3456,Books
ORD01113,CUST0385,2023-11-21,438.82,PROD1125,Beauty
ORD01114,CUST0017,2022-08-22,300.69,PROD1599,Electronics
ORD01115,CUST0131,2020-12-23,56.03,PROD8491,Books
ORD01116,CUST0386,2021-02-06,413.28,PROD2085,Home
ORD01117,CUST0151,2023-02-26,62.2,PROD2796,Home
ORD01118,CUST0349,2023-07-19,25.32,PROD2901,Home
ORD01119,CUST0074,2021-03-30,183.23,PROD9951,Electronics
ORD01120,CUST0196,2024-03-11,497.52,PROD7566,Fashion
ORD01121,CUST0069,2024-11-20,137.92,PROD1442,Books
ORD01122,CUST0048,2025-07-17,145.32,PROD9633,Home
ORD01123,CUST0028,2025-05-24,138.86,PROD6523,Home
ORD01124,CUST0118,2023-07-14,88.65,PROD3302,Beauty
ORD01125,CUST0280,2021-07-30,390.37,PROD3632,Books
ORD01126,CUST0461,2020-10-28,479.98,PROD4143,Electronics
ORD01127,CUST0136,2023-05-29,481.21,PROD5010,Toys
ORD01128,CUST0495,2023-02-28,90.87,PROD8787,Toys
ORD01129,CUST0090,2023-09-16,350.45,PROD6607,Fashion
ORD01130,CUST0336,2024-11-07,306.52,PROD8595,Electronics
ORD01131,CUST0241,2021-01-27,303.76,PROD4114,Toys
ORD01132,CUST0488,2021-03-13,216.56,PROD4558,Beauty
ORD01133,CUST0229,2022-05-20,99.32,PROD8752,Beauty
ORD01134,CUST0072,2021-02-20,479.16,PROD7750,Home
ORD01135,CUST0392,2022-09-24,24.18,PROD3739,Beauty
ORD01136,CUST0462,2024-06-13,284.84,PROD8340,Books
ORD01137,CUST0460,2022-03-11,156.92,PROD1943,Home
ORD01138,CUST0261,2023-10-30,232.8,PROD8248,Books
ORD01139,CUST0299,2023-03-30,490.92,PROD5782,Toys
ORD01140,CUST0403,2025-09-21,411.22,PROD1077,Beauty
ORD01141,CUST0360,2022-03-05,387.73,PROD3978,Beauty
ORD01142,CUST0035,2023-02-27,291.63,PROD9181,Fashion
ORD01143,CUST0392,2024-10-31,53.48,PROD2855,Beauty
ORD01144,CUST0109,2023-06-02,288.19,PROD4939,Books
ORD01145,CUST0315,2022-06-04,115.24,PROD9979,Beauty
ORD01146,CUST0303,2025-01-13,115.06,PROD9089,Books
ORD01147,CUST0230,2022-03-09,148.33,PROD5849,Home
ORD01148,CUST0460,2022-07-19,418.39,PROD7036,Toys
ORD01149,CUST0458,2024-08-16,493.68,PROD8728,Beauty
ORD01150,CUST0229,2021-05-29,120.45,PROD8631,Books
ORD01151,CUST0203,2025-04-03,149.4,PROD8318,Home
ORD01152,CUST0274,2022-04-12,264.5,PROD3371,Fashion
ORD01153,CUST0052,2024-06-20,152.87,PROD8497,Toys
ORD01154,CUST0458,2023-06-21,427.97,PROD5035,Fashion
ORD01155,CUST0485,2022-08-31,278.08,PROD9108,Toys
ORD01156,CUST0097,2022-07-28,284.71,PROD2034,Fashion
ORD01157,CUST0245,2023-04-19,67.33,PROD6974,Fashion
ORD01158,CUST0108,2021-06-06,434.33,PROD2488,Beauty
ORD01159,CUST0454,2023-10-29,59.18,PROD9105,Books
ORD01160,CUST0022,2021-08-06,333.08,PROD5525,Beauty
ORD01161,CUST0234,2024-07-25,364.92,PROD7037,Beauty
ORD01162,CUST0412,2022-02-06,156.84,PROD2167,Electronics
ORD01163,CUST0425,2022-07-25,416.15,PROD9812,Electronics
ORD01164,CUST0389,2025-04-23,59.93,PROD2545,Electronics
ORD01165,CUST0213,2025-02-10,118.48,PROD5754,Fashion
ORD01166,CUST0421,2025-04-30,494.49,PROD8521,Fashion
ORD01167,CUST0449,2022-07-15,99.17,PROD7202,Electronics
ORD01168,CUST0237,2023-08-11,362.32,PROD1459,Electronics
ORD01169,CUST0310,2022-09-18,245.28,PROD2095,Fashion
ORD01170,CUST0206,2021-08-08,69.53,PROD3295,Home
ORD01171,CUST0082,2023-01-22,75.09,PROD5046,Fashion
ORD01172,CUST0384,2024-06-25,244.59,PROD9929,Toys
ORD01173,CUST0201,2022-06-28,273.96,PROD8536,Toys
ORD01174,CUST0140,2020-11-06,75.86,PROD4001,Toys
ORD01175,CUST0157,2024-08-11,125.59,PROD2621,Books
ORD01176,CUST0472,2025-01-23,423.02,PROD4827,Books
ORD01177,CUST0306,2024-10-19,337.77,PROD2239,Toys
ORD01178,CUST0447,2025-01-08,345.9,PROD3176,Beauty
ORD01179,CUST0058,2024-08-27,241.38,PROD2784,Fashion
ORD01180,CUST0488,2025-07-17,66.71,PROD4046,Toys
ORD01181,CUST0041,2025-02-02,237.47,PROD7421,Fashion
ORD01182,CUST0081,2021-11-01,76.6,PROD6924,Electronics
ORD01183,CUST0001,2021-03-24,50.69,PROD6414,Home
ORD01184,CUST0439,2023-01-16,333.01,PROD7950,Electronics
ORD01185,CUST0011,2021-12-03,134.17,PROD3644,Toys
ORD01186,CUST0472,2024-11-26,460.03,PROD6605,Toys
ORD01187,CUST0259,2024-04-07,53.27,PROD1403,Books
ORD01188,CUST0404,2023-06-23,323.16,PROD3868,Books
ORD01189,CUST0280,2024-06-11,55.92,PROD3033,Books
ORD01190,CUST0264,2022-07-14,456.93,PROD3438,Electronics
ORD01191,CUST0293,2023-12-01,85.78,PROD5110,Home
ORD01192,CUST0081,2025-03-09,406.97,PROD9697,Electronics
ORD01193,CUST0241,2022-12-13,49.82,PROD2929,Home
ORD01194,CUST0363,2024-02-27,428.47,PROD5329,Fashion
ORD01195,CUST0464,2024-08-16,472.29,PROD6512,Electronics
ORD01196,CUST0198,2022-07-01,141.01,PROD5653,Beauty
ORD01197,CUST0291,2025-08-30,316.38,PROD6131,Fashion
ORD01198,CUST0496,2024-08-28,254.36,PROD5400,Fashion
ORD01199,CUST0253,2024-07-10,143.21,PROD7555,Fashion
ORD01200,CUST0077,2021-08-06,481.22,PROD4113,Toys
ORD01201,CUST0146,2023-07-24,464.11,PROD5354,Books
ORD01202,CUST0370,2023-01-24,260.94,PROD3134,Toys
ORD01203,CUST0468,2023-09-09,50.8,PROD3927,Toys
ORD01204,CUST0285,2023-03-14,358.91,PROD2345,Electronics
ORD01205,CUST0255,2023-06-28,186.73,PROD6143,Books
ORD01206,CUST0285,2024-08-11,311.92,PROD2726,Toys
ORD01207,CUST0087,2024-02-17,420.07,PROD1479,Books
ORD01208,CUST0142,2024-12-09,386.24,PROD2496,Beauty
ORD01209,CUST0063,2022-02-13,408.39,PROD5276,Home
ORD01210,CUST0443,2024-05-11,415.12,PROD1510,Home
ORD01211,CUST0484,2025-07-02,269.04,PROD2207,Toys
ORD01212,CUST0195,2023-03-04,350.65,PROD6383,Beauty
ORD01213,CUST0082,2024-07-14,69.79,PROD2093,Fashion
ORD01214,CUST0156,2020-11-08,153.75,PROD6516,Beauty
ORD01215,CUST0070,2024-12-04,380.1,PROD7222,Fashion
ORD01216,CUST0152,2024-10-13,134.25,PROD9431,Toys
ORD01217,CUST0089,2025-08-16,422.07,PROD4020,Home
ORD01218,CUST0329,2023-04-06,157.27,PROD6983,Beauty
ORD01219,CUST0113,2023-10-23,256.89,PROD1931,Electronics
ORD01220,CUST0297,2022-09-06,37.91,PROD2438,Home
ORD01221,CUST0016,2023-12-30,166.58,PROD9355,Electronics
ORD01222,CUST0026,2020-10-24,31.63,PROD6903,Electronics
ORD01223,CUST0483,2022-12-08,298.74,PROD2867,Fashion
ORD01224,CUST0434,2022-04-02,264.03,PROD4989,Beauty
ORD01225,CUST0472,2022-02-10,312.88,PROD2740,Books
ORD01226,CUST0114,2025-03-24,334.5,PROD4451,Electronics
ORD01227,CUST0055,2022-07-12,156.22,PROD4111,Electronics
ORD01228,CUST0151,2021-10-02,295.98,PROD6301,Beauty
ORD01229,CUST0150,2023-10-11,206.76,PROD1422,Beauty
ORD01230,CUST0331,2022-10-08,339.21,PROD4968,Home
ORD01231,CUST0433,2021-06-13,197.75,PROD1228,Beauty
ORD01232,CUST0346,2021-10-23,110.06,PROD7859,Electronics
ORD01233,CUST0040,2024-05-05,27.23,PROD6631,Electronics
ORD01234,CUST0125,2022-01-13,183.75,PROD9161,Beauty
ORD01235,CUST0299,2023-07-18,215.28,PROD5068,Toys
ORD01236,CUST0028,2023-10-25,24.0,PROD6648,Fashion
ORD01237,CUST0164,2025-05-24,78.59,PROD4582,Beauty
ORD01238,CUST0002,2023-02-28,438.01,PROD4783,Electronics
ORD01239,CUST0027,2024-01-18,424.14,PROD7522,Fashion
ORD01240,CUST0194,2022-09-12,83.42,PROD4544,Books
ORD01241,CUST0218,2025-04-02,166.68,PROD1625,Electronics
ORD01242,CUST0483,2020-10-12,277.82,PROD7068,Fashion
ORD01243,CUST0399,2022-08-27,193.82,PROD4846,Toys
ORD01244,CUST0434,2021-09-07,476.4,PROD4609,Books
ORD01245,CUST0041,2024-02-09,293.76,PROD9910,Home
ORD01246,CUST0268,2021-03-22,134.85,PROD2280,Electronics
ORD01247,CUST0158,2023-01-12,55.41,PROD7131,Home
ORD01248,CUST0497,2025-06-13,50.04,PROD9072,Beauty
ORD01249,CUST0036,2024-08-21,445.75,PROD6335,Fashion
ORD01250,CUST0114,2023-03-23,447.34,PROD7737,Beauty
ORD01251,CUST0378,2023-09-03,406.79,PROD2581,Books
ORD01252,CUST0172,2024-12-09,303.6,PROD5972,Toys
ORD01253,CUST0368,2024-07-07,338.29,PROD4638,Fashion
ORD01254,CUST0350,2023-08-04,102.11,PROD3126,Toys
ORD01255,CUST0166,2023-10-10,427.6,PROD4382,Toys
ORD01256,CUST0219,2022-08-03,417.39,PROD8580,Fashion
ORD01257,CUST0199,2023-08-05,188.29,PROD2972,Fashion
ORD01258,CUST0413,2023-04-18,357.91,PROD1495,Books
ORD01259,CUST0147,2023-11-02,329.21,PROD3867,Books
ORD01260,CUST0138,2025-02-15,499.32,PROD6784,Fashion
ORD01261,CUST0448,2023-10-10,16.62,PROD1578,Toys
ORD01262,CUST0042,2022-10-05,377.19,PROD6732,Beauty
ORD01263,CUST0435,2024-04-23,45.75,PROD3443,Fashion
ORD01264,CUST0412,2024-04-16,260.45,PROD7193,Electronics
ORD01265,CUST0174,2022-12-26,458.86,PROD1882,Fashion
ORD01266,CUST0170,2025-05-11,87.32,PROD7566,Beauty
ORD01267,CUST0235,2021-04-15,493.59,PROD9331,Books
ORD01268,CUST0235,2020-12-16,485.12,PROD3510,Home
ORD01269,CUST0234,2024-11-26,352.56,PROD3309,Books
ORD01270,CUST0032,2023-01-18,396.64,PROD6253,Home
ORD01271,CUST0417,2024-01-25,307.78,PROD9264,Home
ORD01272,CUST0308,2023-07-08,128.57,PROD8180,Home
ORD01273,CUST0309,2023-06-11,478.54,PROD8884,Electronics
ORD01274,CUST0432,2024-01-04,214.46,PROD2849,Beauty
ORD01275,CUST0101,2024-10-13,168.04,PROD5892,Home
ORD01276,CUST0182,2024-04-25,470.21,PROD6458,Fashion
ORD01277,CUST0218,2025-05-13,299.88,PROD4633,Beauty
ORD01278,CUST0113,2024-06-06,474.03,PROD9798,Toys
ORD01279,CUST0227,2022-11-15,334.32,PROD2490,Books
ORD01280,CUST0052,2024-10-24,40.38,PROD2608,Home
ORD01281,CUST0463,2020-11-04,166.1,PROD6753,Beauty
ORD01282,CUST0197,2020-12-11,439.86,PROD9452,Books
ORD01283,CUST0478,2022-05-31,132.42,PROD8439,Beauty
ORD01284,CUST0337,2020-12-04,495.87,PROD3873,Home
ORD01285,CUST0290,2021-07-29,421.75,PROD7932,Books
ORD01286,CUST0454,2024-12-27,450.28,PROD1751,Electronics
ORD01287,CUST0395,2022-11-30,237.26,PROD2145,Toys
ORD01288,CUST0459,2021-04-24,372.44,PROD2089,Home
ORD01289,CUST0083,2020-12-24,416.12,PROD2531,Electronics
ORD01290,CUST0050,2022-04-13,271.94,PROD8964,Books
ORD01291,CUST0239,2023-01-27,144.45,PROD4618,Fashion
ORD01292,CUST0264,2023-05-31,214.24,PROD6451,Toys
ORD01293,CUST0043,2024-03-06,141.1,PROD4853,Books
ORD01294,CUST0370,2024-04-21,382.7,PROD6178,Fashion
ORD01295,CUST0181,2022-06-25,166.77,PROD6484,Fashion
ORD01296,CUST0030,2025-05-16,441.2,PROD8054,Fashion
ORD01297,CUST0095,2024-04-03,487.04,PROD4742,Beauty
ORD01298,CUST0148,2025-06-24,412.61,PROD9016,Books
ORD01299,CUST0083,2023-09-02,292.33,PROD3282,Beauty
ORD01300,CUST0179,2023-05-23,96.94,PROD7760,Toys
ORD01301,CUST0424,2022-05-14,142.95,PROD9880,Electronics
ORD01302,CUST0143,2022-11-16,15.11,PROD5293,Home
ORD01303,CUST0030,2022-05-16,63.09,PROD7460,Electronics
ORD01304,CUST0077,2025-03-04,351.91,PROD8250,Home
ORD01305,CUST0007,2022-03-17,295.84,PROD8584,Fashion
ORD01306,CUST0153,2024-05-08,81.75,PROD6627,Electronics
ORD01307,CUST0198,2024-08-23,398.33,PROD2516,Books
ORD01308,CUST0479,2024-02-17,482.25,PROD9360,Books
ORD01309,CUST0126,2025-09-16,83.44,PROD5605,Toys
ORD01310,CUST0357,2024-07-06,454.62,PROD4597,Home
ORD01311,CUST0133,2023-04-29,234.27,PROD5400,Beauty
ORD01312,CUST0101,2024-08-07,18.72,PROD3485,Books
ORD01313,CUST0066,2023-07-08,45.47,PROD6402,Fashion
ORD01314,CUST0391,2025-03-28,179.55,PROD1938,Fashion
ORD01315,CUST0466,2022-03-07,342.74,PROD1991,Home
ORD01316,CUST0149,2021-04-03,56.25,PROD3929,Home
ORD01317,CUST0082,2024-10-03,274.93,PROD7522,Toys
ORD01318,CUST0126,2024-11-11,285.11,PROD4238,Beauty
ORD01319,CUST0208,2021-02-25,224.22,PROD3023,Fashion
ORD01320,CUST0057,2022-07-23,231.18,PROD3331,Books
ORD01321,CUST0432,2021-06-19,456.07,PROD1342,Books
ORD01322,CUST0462,2025-07-12,173.95,PROD7408,Fashion
ORD01323,CUST0080,2023-02-24,312.45,PROD6764,Beauty
ORD01324,CUST0248,2021-05-05,122.77,PROD9638,Electronics
ORD01325,CUST0456,2022-09-06,340.81,PROD4168,Electronics
ORD01326,CUST0064,2022-09-10,229.81,PROD7872,Home
ORD01327,CUST0275,2025-01-24,375.34,PROD3522,Toys
ORD01328,CUST0156,2025-05-12,172.97,PROD3350,Beauty
ORD01329,CUST0433,2021-07-07,384.41,PROD6152,Electronics
ORD01330,CUST0433,2020-10-28,254.53,PROD3670,Electronics
ORD01331,CUST0341,2024-06-23,273.16,PROD7839,Home
ORD01332,CUST0055,2023-06-23,448.45,PROD1571,Electronics
ORD01333,CUST0396,2022-10-15,392.7,PROD1056,Home
ORD01334,CUST0217,2022-11-11,348.34,PROD8879,Books
ORD01335,CUST0277,2021-08-21,120.49,PROD1876,Home
ORD01336,CUST0382,2023-10-09,19.87,PROD7258,Home
ORD01337,CUST0135,2022-10-01,270.23,PROD9660,Beauty
ORD01338,CUST0474,2024-04-22,425.48,PROD8895,Beauty
ORD01339,CUST0477,2022-10-23,62.58,PROD2496,Toys
ORD01340,CUST0456,2024-08-23,221.82,PROD3968,Fashion
ORD01341,CUST0366,2025-07-14,470.41,PROD9989,Fashion
ORD01342,CUST0243,2024-10-17,115.83,PROD9175,Home
ORD01343,CUST0061,2021-05-03,392.49,PROD6626,Books
ORD01344,CUST0180,2023-02-19,246.48,PROD2307,Electronics
ORD01345,CUST0080,2024-09-11,246.14,PROD7183,Fashion
ORD01346,CUST0210,2025-05-23,26.08,PROD2771,Fashion
ORD01347,CUST0121,2024-12-15,330.0,PROD4083,Electronics
ORD01348,CUST0448,2025-05-23,113.93,PROD2530,Toys
ORD01349,CUST0087,2022-06-24,126.2,PROD3563,Beauty
ORD01350,CUST0029,2022-05-20,272.58,PROD2976,Home
ORD01351,CUST0439,2020-10-19,221.76,PROD6618,Toys
ORD01352,CUST0308,2025-05-22,104.11,PROD4383,Electronics
ORD01353,CUST0322,2025-02-20,456.49,PROD1513,Electronics
ORD01354,CUST0428,2021-08-12,497.81,PROD9016,Fashion
ORD01355,CUST0396,2022-03-19,462.11,PROD3902,Beauty
ORD01356,CUST0294,2022-12-21,249.8,PROD2884,Books
ORD01357,CUST0097,2021-07-24,83.14,PROD6550,Home
ORD01358,CUST0045,2024-05-12,404.71,PROD6004,Beauty
ORD01359,CUST0358,2023-05-06,293.07,PROD9317,Home
ORD01360,CUST0033,2025-07-26,114.7,PROD9857,Beauty
ORD01361,CUST0135,2025-01-11,477.37,PROD6965,Home
ORD01362,CUST0429,2023-04-08,22.45,PROD5603,Beauty
ORD01363,CUST0495,2025-05-05,387.87,PROD5951,Home
ORD01364,CUST0157,2021-06-22,141.89,PROD4982,Beauty
ORD01365,CUST0371,2021-01-12,137.92,PROD8491,Beauty
ORD01366,CUST0209,2025-03-11,222.6,PROD5419,Fashion
ORD01367,CUST0267,2023-01-21,248.31,PROD2886,Fashion
ORD01368,CUST0023,2024-07-11,25.86,PROD1089,Beauty
ORD01369,CUST0430,2021-09-19,120.75,PROD8760,Home
ORD01370,CUST0290,2022-10-12,289.02,PROD7302,Beauty
ORD01371,CUST0165,2025-07-07,109.74,PROD3249,Books
ORD01372,CUST0358,2023-12-31,200.65,PROD9060,Books
ORD01373,CUST0211,2024-10-16,494.25,PROD4053,Fashion
ORD01374,CUST0392,2025-07-01,124.52,PROD3841,Beauty
ORD01375,CUST0369,2023-02-02,232.9,PROD7657,Electronics
ORD01376,CUST0396,2025-02-13,227.63,PROD4526,Beauty
ORD01377,CUST0089,2021-02-27,451.15,PROD8967,Fashion
ORD01378,CUST0469,2024-11-17,358.78,PROD3053,Electronics
ORD01379,CUST0065,2021-09-04,358.09,PROD1830,Home
ORD01380,CUST0292,2022-09-17,494.22,PROD4889,Beauty
ORD01381,CUST0018,2021-09-17,337.4,PROD2625,Toys
ORD01382,CUST0331,2021-04-08,218.54,PROD8983,Books
ORD01383,CUST0056,2023-06-15,33.44,PROD6965,Books
